seriesid,date,statefips,countyfips,state,county,labforce,employed,unemployed,urate
CN5509300000000,2022-04-01,55,093,WI,Pierce County,24423,23626,797,3.3
CN5509500000000,2022-04-01,55,095,WI,Polk County,24508,23414,1094,4.5
CN5509700000000,2022-04-01,55,097,WI,Portage County,37723,36660,1063,2.8
CN5509900000000,2022-04-01,55,099,WI,Price County,6319,6082,237,3.8
CN5510100000000,2022-04-01,55,101,WI,Racine County,96867,93605,3262,3.4
CN5510300000000,2022-04-01,55,103,WI,Richland County,8954,8722,232,2.6
CN5510500000000,2022-04-01,55,105,WI,Rock County,84853,82068,2785,3.3
CN5510700000000,2022-04-01,55,107,WI,Rusk County,6631,6347,284,4.3
CN5510900000000,2022-04-01,55,109,WI,St. Croix County,49365,47837,1528,3.1
CN5511100000000,2022-04-01,55,111,WI,Sauk County,33952,33018,934,2.8
CN5511300000000,2022-04-01,55,113,WI,Sawyer County,7855,7438,417,5.3
CN5511500000000,2022-04-01,55,115,WI,Shawano County,20705,20107,598,2.9
CN5511700000000,2022-04-01,55,117,WI,Sheboygan County,60480,59143,1337,2.2
CN5511900000000,2022-04-01,55,119,WI,Taylor County,10926,10515,411,3.8
CN5512100000000,2022-04-01,55,121,WI,Trempealeau County,15259,14782,477,3.1
CN5512300000000,2022-04-01,55,123,WI,Vernon County,15397,15023,374,2.4
CN5512500000000,2022-04-01,55,125,WI,Vilas County,9838,9319,519,5.3
CN5512700000000,2022-04-01,55,127,WI,Walworth County,57090,55527,1563,2.7
CN5512900000000,2022-04-01,55,129,WI,Washburn County,7770,7436,334,4.3
CN5513100000000,2022-04-01,55,131,WI,Washington County,75684,74013,1671,2.2
CN5513300000000,2022-04-01,55,133,WI,Waukesha County,220695,215768,4927,2.2
CN5513500000000,2022-04-01,55,135,WI,Waupaca County,25333,24573,760,3
CN5513700000000,2022-04-01,55,137,WI,Waushara County,11198,10856,342,3.1
CN5513900000000,2022-04-01,55,139,WI,Winnebago County,90745,88624,2121,2.3
CN5514100000000,2022-04-01,55,141,WI,Wood County,33636,32602,1034,3.1
CN5600100000000,2022-04-01,56,001,WY,Albany County,21446,20901,545,2.5
CN5600300000000,2022-04-01,56,003,WY,Big Horn County,5200,4990,210,4
CN5600500000000,2022-04-01,56,005,WY,Campbell County,22328,21600,728,3.3
CN5600700000000,2022-04-01,56,007,WY,Carbon County,7369,7112,257,3.5
CN5600900000000,2022-04-01,56,009,WY,Converse County,7590,7358,232,3.1
CN5601100000000,2022-04-01,56,011,WY,Crook County,3920,3819,101,2.6
CN5601300000000,2022-04-01,56,013,WY,Fremont County,18813,18114,699,3.7
CN5601500000000,2022-04-01,56,015,WY,Goshen County,6558,6400,158,2.4
CN5601700000000,2022-04-01,56,017,WY,Hot Springs County,2248,2190,58,2.6
CN5601900000000,2022-04-01,56,019,WY,Johnson County,4174,4037,137,3.3
CN5602100000000,2022-04-01,56,021,WY,Laramie County,48112,46570,1542,3.2
CN5602300000000,2022-04-01,56,023,WY,Lincoln County,9340,9040,300,3.2
CN5602500000000,2022-04-01,56,025,WY,Natrona County,38796,37272,1524,3.9
CN5602700000000,2022-04-01,56,027,WY,Niobrara County,1235,1210,25,2
CN5602900000000,2022-04-01,56,029,WY,Park County,14858,14328,530,3.6
CN5603100000000,2022-04-01,56,031,WY,Platte County,4525,4390,135,3
CN5603300000000,2022-04-01,56,033,WY,Sheridan County,15938,15458,480,3
CN5603500000000,2022-04-01,56,035,WY,Sublette County,3863,3698,165,4.3
CN5603700000000,2022-04-01,56,037,WY,Sweetwater County,19423,18702,721,3.7
CN5603900000000,2022-04-01,56,039,WY,Teton County,15310,14639,671,4.4
CN5604100000000,2022-04-01,56,041,WY,Uinta County,8604,8313,291,3.4
CN5604300000000,2022-04-01,56,043,WY,Washakie County,3833,3678,155,4
CN5604500000000,2022-04-01,56,045,WY,Weston County,3814,3708,106,2.8
CN7200100000000,2022-04-01,72,001,PR,Adjuntas Municipio,4420,4071,349,7.9
CN7200300000000,2022-04-01,72,003,PR,Aguada Municipio,13577,12595,982,7.2
CN7200500000000,2022-04-01,72,005,PR,Aguadilla Municipio,16322,15156,1166,7.1
CN7200700000000,2022-04-01,72,007,PR,Aguas Buenas Municipio,7151,6697,454,6.3
CN7200900000000,2022-04-01,72,009,PR,Aibonito Municipio,6822,6386,436,6.4
CN7201100000000,2022-04-01,72,011,PR,Anasco Municipio,10120,9553,567,5.6
CN7201300000000,2022-04-01,72,013,PR,Arecibo Municipio,26202,24464,1738,6.6
CN7201500000000,2022-04-01,72,015,PR,Arroyo Municipio,5083,4636,447,8.8
CN7201700000000,2022-04-01,72,017,PR,Barceloneta Municipio,6481,5977,504,7.8
CN7201900000000,2022-04-01,72,019,PR,Barranquitas Municipio,7878,7370,508,6.4
CN7202100000000,2022-04-01,72,021,PR,Bayamon Municipio,71076,67779,3297,4.6
CN7202300000000,2022-04-01,72,023,PR,Cabo Rojo Municipio,15339,14382,957,6.2
CN7202500000000,2022-04-01,72,025,PR,Caguas Municipio,52350,49970,2380,4.5
CN7202700000000,2022-04-01,72,027,PR,Camuy Municipio,10567,9848,719,6.8
CN7202900000000,2022-04-01,72,029,PR,Canovanas Municipio,17864,17077,787,4.4
CN7203100000000,2022-04-01,72,031,PR,Carolina Municipio,67347,64270,3077,4.6
CN7203300000000,2022-04-01,72,033,PR,Catano Municipio,8512,8088,424,5
CN7203500000000,2022-04-01,72,035,PR,Cayey Municipio,17732,16908,824,4.6
CN7203700000000,2022-04-01,72,037,PR,Ceiba Municipio,3943,3673,270,6.8
CN7203900000000,2022-04-01,72,039,PR,Ciales Municipio,3983,3636,347,8.7
CN7204100000000,2022-04-01,72,041,PR,Cidra Municipio,16915,16194,721,4.3
CN7204300000000,2022-04-01,72,043,PR,Coamo Municipio,11102,10349,753,6.8
CN7204500000000,2022-04-01,72,045,PR,Comerio Municipio,5311,4984,327,6.2
CN7204700000000,2022-04-01,72,047,PR,Corozal Municipio,9585,8961,624,6.5
CN7204900000000,2022-04-01,72,049,PR,Culebra Municipio,1014,989,25,2.5
CN7205100000000,2022-04-01,72,051,PR,Dorado Municipio,14782,14181,601,4.1
CN7205300000000,2022-04-01,72,053,PR,Fajardo Municipio,11505,10811,694,6
CN7205400000000,2022-04-01,72,054,PR,Florida Municipio,3567,3308,259,7.3
CN7205500000000,2022-04-01,72,055,PR,Guanica Municipio,4139,3710,429,10.4
CN7205700000000,2022-04-01,72,057,PR,Guayama Municipio,11773,11081,692,5.9
CN7205900000000,2022-04-01,72,059,PR,Guayanilla Municipio,5400,4880,520,9.6
CN7206100000000,2022-04-01,72,061,PR,Guaynabo Municipio,41800,40525,1275,3.1
CN7206300000000,2022-04-01,72,063,PR,Gurabo Municipio,20624,19857,767,3.7
CN7206500000000,2022-04-01,72,065,PR,Hatillo Municipio,15766,13701,2065,13.1
CN7206700000000,2022-04-01,72,067,PR,Hormigueros Municipio,6138,5757,381,6.2
CN7206900000000,2022-04-01,72,069,PR,Humacao Municipio,18982,17766,1216,6.4
CN7207100000000,2022-04-01,72,071,PR,Isabela Municipio,13381,12548,833,6.2
CN7207300000000,2022-04-01,72,073,PR,Jayuya Municipio,4686,4359,327,7
CN7207500000000,2022-04-01,72,075,PR,Juana Diaz Municipio,16984,15906,1078,6.3
CN7207700000000,2022-04-01,72,077,PR,Juncos Municipio,13635,12814,821,6
CN7207900000000,2022-04-01,72,079,PR,Lajas Municipio,5655,5126,529,9.4
CN7208100000000,2022-04-01,72,081,PR,Lares Municipio,7576,6687,889,11.7
CN7208300000000,2022-04-01,72,083,PR,Las Marias Municipio,2866,2582,284,9.9
CN7208500000000,2022-04-01,72,085,PR,Las Piedras Municipio,12552,11844,708,5.6
CN7208700000000,2022-04-01,72,087,PR,Loiza Municipio,9111,8591,520,5.7
CN7208900000000,2022-04-01,72,089,PR,Luquillo Municipio,6691,6321,370,5.5
CN7209100000000,2022-04-01,72,091,PR,Manati Municipio,12278,11563,715,5.8
CN7209300000000,2022-04-01,72,093,PR,Maricao Municipio,2154,1898,256,11.9
CN7209500000000,2022-04-01,72,095,PR,Maunabo Municipio,3213,2780,433,13.5
CN7209700000000,2022-04-01,72,097,PR,Mayaguez Municipio,24284,22653,1631,6.7
CN7209900000000,2022-04-01,72,099,PR,Moca Municipio,11882,10945,937,7.9
CN7210100000000,2022-04-01,72,101,PR,Morovis Municipio,8795,8228,567,6.4
CN7210300000000,2022-04-01,72,103,PR,Naguabo Municipio,9080,8522,558,6.1
CN7210500000000,2022-04-01,72,105,PR,Naranjito Municipio,7740,7227,513,6.6
CN7210700000000,2022-04-01,72,107,PR,Orocovis Municipio,5269,4865,404,7.7
CN7210900000000,2022-04-01,72,109,PR,Patillas Municipio,4615,4091,524,11.4
CN7211100000000,2022-04-01,72,111,PR,Penuelas Municipio,6249,5661,588,9.4
CN7211300000000,2022-04-01,72,113,PR,Ponce Municipio,49354,46057,3297,6.7
CN7211500000000,2022-04-01,72,115,PR,Quebradillas Municipio,6645,6150,495,7.4
CN7211700000000,2022-04-01,72,117,PR,Rincon Municipio,5370,4866,504,9.4
